Order_ID,Order_Date,Customer_ID,Customer_Region,Product_Category,Product_Name,Unit_Price,Quantity,Payment_Mode,Order_Status,Total_Amount
100047,2023-01-02 22:00:00,1775,West,Books,Item_A,27130,1,UPI,In Transit,27130
100048,2023-01-02 23:00:00,9226,East,Electronics,Item_E,23295,9,Debit Card,Cancelled,209655
100049,2023-01-03 00:00:00,4152,North,Books,Item_C,12146,5,Credit Card,Delivered,60730
100050,2023-01-03 01:00:00,2585,North,Clothing,Item_B,4191,1,Debit Card,Returned,4191
100051,2023-01-03 02:00:00,4943,East,Home & Kitchen,Item_C,23719,1,UPI,Delivered,23719
100052,2023-01-03 03:00:00,8555,South,Clothing,Item_E,26857,1,Cash,Returned,26857
100053,2023-01-03 04:00:00,4073,West,Beauty,Item_D,1026,9,Net Banking,Delivered,9234
100054,2023-01-03 05:00:00,2021,West,Home & Kitchen,Item_D,42825,8,UPI,Cancelled,342600
100055,2023-01-03 06:00:00,4843,East,Beauty,Item_C,16713,6,Debit Card,Delivered,100278
100056,2023-01-03 07:00:00,8989,South,Clothing,Item_D,18001,6,Debit Card,Cancelled,108006
100057,2023-01-03 08:00:00,7873,North,Books,Item_E,30046,6,Net Banking,Returned,180276
100058,2023-01-03 09:00:00,6675,Central,Beauty,Item_B,39766,4,UPI,Cancelled,159064
100059,2023-01-03 10:00:00,1161,Central,Electronics,Item_A,23357,5,Cash,Delivered,116785
100060,2023-01-03 11:00:00,5297,East,Books,Item_E,28563,3,Credit Card,In Transit,85689
100061,2023-01-03 12:00:00,1995,South,Books,Item_E,5336,3,Cash,Returned,16008
100062,2023-01-03 13:00:00,8629,South,Clothing,Item_A,17621,7,Credit Card,In Transit,123347
100063,2023-01-03 14:00:00,2016,West,Clothing,Item_A,12691,5,Credit Card,In Transit,63455
100064,2023-01-03 15:00:00,8869,North,Home & Kitchen,Item_B,7746,8,UPI,In Transit,61968
100065,2023-01-03 16:00:00,7439,South,Home & Kitchen,Item_B,6103,5,Credit Card,In Transit,30515
100066,2023-01-03 17:00:00,8892,Central,Electronics,Item_B,46823,4,Debit Card,In Transit,187292
100067,2023-01-03 18:00:00,7863,North,Books,Item_D,16606,3,Credit Card,Delivered,49818
100068,2023-01-03 19:00:00,8916,North,Electronics,Item_E,15149,2,Credit Card,Cancelled,30298
100069,2023-01-03 20:00:00,9529,East,Electronics,Item_A,10025,3,Net Banking,Cancelled,30075
100070,2023-01-03 21:00:00,1878,South,Clothing,Item_E,6487,7,Net Banking,In Transit,45409
100071,2023-01-03 22:00:00,5887,East,Electronics,Item_E,45161,8,UPI,Delivered,361288
100072,2023-01-03 23:00:00,5859,South,Electronics,Item_B,34373,5,UPI,In Transit,171865
100073,2023-01-04 00:00:00,7331,West,Beauty,Item_B,42638,1,Debit Card,In Transit,42638
100074,2023-01-04 01:00:00,9571,East,Home & Kitchen,Item_E,17778,3,Net Banking,Returned,53334
100075,2023-01-04 02:00:00,9684,East,Home & Kitchen,Item_B,41735,4,Cash,Delivered,166940
100076,2023-01-04 03:00:00,8208,Central,Books,Item_D,8123,4,UPI,In Transit,32492
100077,2023-01-04 04:00:00,6276,East,Home & Kitchen,Item_A,34574,1,UPI,Cancelled,34574
100078,2023-01-04 05:00:00,3062,South,Books,Item_E,41611,9,Net Banking,Returned,374499
100079,2023-01-04 06:00:00,1064,Central,Beauty,Item_A,8516,4,Net Banking,In Transit,34064
100080,2023-01-04 07:00:00,9006,East,Home & Kitchen,Item_D,44614,2,Debit Card,In Transit,89228
100081,2023-01-04 08:00:00,3568,East,Beauty,Item_B,10756,9,Net Banking,In Transit,96804
100082,2023-01-04 09:00:00,6463,West,Home & Kitchen,Item_C,10258,4,Credit Card,Delivered,41032
100083,2023-01-04 10:00:00,3027,East,Home & Kitchen,Item_D,39218,4,Cash,In Transit,156872
100084,2023-01-04 11:00:00,3695,North,Beauty,Item_C,34651,6,Credit Card,Cancelled,207906
100085,2023-01-04 12:00:00,6258,Central,Electronics,Item_A,25682,8,Credit Card,Returned,205456
100086,2023-01-04 13:00:00,6618,North,Electronics,Item_E,44694,5,Credit Card,Delivered,223470
100087,2023-01-04 14:00:00,7736,Central,Electronics,Item_B,25205,8,UPI,Returned,201640
100088,2023-01-04 15:00:00,1391,West,Electronics,Item_D,19335,1,Credit Card,Cancelled,19335
100089,2023-01-04 16:00:00,6892,East,Home & Kitchen,Item_B,24088,4,UPI,In Transit,96352
100090,2023-01-04 17:00:00,4561,East,Clothing,Item_C,32681,1,Net Banking,Delivered,32681
100091,2023-01-04 18:00:00,7184,East,Beauty,Item_C,28601,3,Cash,In Transit,85803
100092,2023-01-04 19:00:00,4099,Central,Clothing,Item_E,40631,7,Cash,Delivered,284417
100093,2023-01-04 20:00:00,7278,East,Clothing,Item_C,25137,1,Credit Card,In Transit,25137
100094,2023-01-04 21:00:00,9392,North,Books,Item_E,46051,5,Cash,Cancelled,230255
100095,2023-01-04 22:00:00,4104,East,Electronics,Item_D,13346,1,UPI,Cancelled,13346
100096,2023-01-04 23:00:00,8215,West,Home & Kitchen,Item_E,30301,6,Net Banking,In Transit,181806
100097,2023-01-05 00:00:00,3454,North,Electronics,Item_C,11453,9,Credit Card,Cancelled,103077
100098,2023-01-05 01:00:00,9996,East,Electronics,Item_A,48704,3,Debit Card,In Transit,146112
100099,2023-01-05 02:00:00,3731,East,Clothing,Item_E,3423,6,Cash,Delivered,20538
100100,2023-01-05 03:00:00,9154,South,Books,Item_B,5641,4,Cash,Cancelled,22564
100101,2023-01-05 04:00:00,6056,Central,Electronics,Item_A,42790,6,Credit Card,Delivered,256740
100102,2023-01-05 05:00:00,9110,North,Beauty,Item_E,40349,2,Cash,In Transit,80698
100103,2023-01-05 06:00:00,4840,South,Beauty,Item_B,13063,4,Cash,Delivered,52252
100104,2023-01-05 07:00:00,2028,West,Electronics,Item_A,38152,7,Debit Card,Returned,267064
100105,2023-01-05 08:00:00,8385,Central,Clothing,Item_E,29764,6,UPI,In Transit,178584
100106,2023-01-05 09:00:00,1502,North,Clothing,Item_D,16853,9,Credit Card,Cancelled,151677
100107,2023-01-05 10:00:00,7910,East,Home & Kitchen,Item_B,24288,7,Credit Card,Cancelled,170016
100108,2023-01-05 11:00:00,7938,North,Books,Item_D,22699,1,Debit Card,Returned,22699
100109,2023-01-05 12:00:00,5488,East,Clothing,Item_C,42283,6,Debit Card,In Transit,253698
100110,2023-01-05 13:00:00,1206,Central,Home & Kitchen,Item_E,23882,3,UPI,In Transit,71646
100111,2023-01-05 14:00:00,6134,East,Beauty,Item_E,32332,8,Net Banking,In Transit,258656
100112,2023-01-05 15:00:00,6977,West,Beauty,Item_B,4733,1,Credit Card,In Transit,4733
100113,2023-01-05 16:00:00,8721,East,Beauty,Item_E,17626,2,Cash,Delivered,35252
100114,2023-01-05 17:00:00,8035,West,Electronics,Item_C,14760,3,UPI,In Transit,44280
100115,2023-01-05 18:00:00,2484,Central,Books,Item_E,34609,3,Credit Card,Delivered,103827
100116,2023-01-05 19:00:00,8858,Central,Home & Kitchen,Item_A,16125,7,UPI,Delivered,112875
100117,2023-01-05 20:00:00,1863,North,Books,Item_D,23187,8,Net Banking,Cancelled,185496
100118,2023-01-05 21:00:00,3790,West,Electronics,Item_C,10833,9,Credit Card,In Transit,97497
100119,2023-01-05 22:00:00,8408,West,Home & Kitchen,Item_C,36265,7,Cash,Delivered,253855
100120,2023-01-05 23:00:00,9755,South,Home & Kitchen,Item_D,30325,8,Credit Card,In Transit,242600
100121,2023-01-06 00:00:00,6116,South,Clothing,Item_D,4196,6,UPI,Returned,25176
100122,2023-01-06 01:00:00,7019,South,Books,Item_C,214,2,Net Banking,Delivered,428
100123,2023-01-06 02:00:00,2757,East,Books,Item_D,15095,1,UPI,Cancelled,15095
100124,2023-01-06 03:00:00,8574,South,Clothing,Item_B,1874,3,UPI,In Transit,5622
100125,2023-01-06 04:00:00,7374,West,Beauty,Item_D,38067,9,Debit Card,Cancelled,342603
100126,2023-01-06 05:00:00,7892,East,Electronics,Item_A,20201,7,UPI,Delivered,141407
100127,2023-01-06 06:00:00,2678,Central,Books,Item_A,18064,2,Net Banking,Delivered,36128
100128,2023-01-06 07:00:00,4242,North,Clothing,Item_B,26521,1,Cash,Cancelled,26521
100129,2023-01-06 08:00:00,5636,South,Home & Kitchen,Item_D,24282,2,Debit Card,In Transit,48564
100130,2023-01-06 09:00:00,2059,Central,Clothing,Item_A,40331,3,UPI,Delivered,120993
100131,2023-01-06 10:00:00,7668,West,Beauty,Item_E,6157,6,Credit Card,Returned,36942
100132,2023-01-06 11:00:00,4157,North,Electronics,Item_D,4410,9,Debit Card,Cancelled,39690
100133,2023-01-06 12:00:00,6915,Central,Beauty,Item_B,48744,8,Net Banking,Delivered,389952
100134,2023-01-06 13:00:00,3693,North,Home & Kitchen,Item_D,18269,9,Credit Card,In Transit,164421
100135,2023-01-06 14:00:00,4627,South,Home & Kitchen,Item_C,35051,8,Net Banking,Delivered,280408
100136,2023-01-06 15:00:00,6450,West,Home & Kitchen,Item_C,27065,7,Credit Card,In Transit,189455
100137,2023-01-06 16:00:00,2663,North,Home & Kitchen,Item_A,18270,6,Cash,In Transit,109620
100138,2023-01-06 17:00:00,6592,Central,Clothing,Item_C,4358,8,Net Banking,Delivered,34864
100139,2023-01-06 18:00:00,8392,South,Home & Kitchen,Item_B,49539,6,Credit Card,Returned,297234
100140,2023-01-06 19:00:00,2306,South,Home & Kitchen,Item_A,35750,2,Net Banking,In Transit,71500
100141,2023-01-06 20:00:00,7776,Central,Clothing,Item_B,20772,9,Debit Card,Cancelled,186948
100142,2023-01-06 21:00:00,6864,Central,Home & Kitchen,Item_B,4300,9,Net Banking,In Transit,38700
100143,2023-01-06 22:00:00,8526,North,Beauty,Item_C,44669,3,Net Banking,In Transit,134007
100144,2023-01-06 23:00:00,9901,East,Beauty,Item_C,15725,9,Credit Card,Returned,141525
100145,2023-01-07 00:00:00,6575,South,Books,Item_B,18656,2,Net Banking,In Transit,37312
100146,2023-01-07 01:00:00,6530,North,Beauty,Item_C,297,3,Cash,Delivered,891
100147,2023-01-07 02:00:00,5413,Central,Electronics,Item_C,9683,6,UPI,Returned,58098
100148,2023-01-07 03:00:00,4748,North,Electronics,Item_C,36432,4,Debit Card,In Transit,145728
100149,2023-01-07 04:00:00,1663,Central,Electronics,Item_D,1987,8,Credit Card,Delivered,15896
100150,2023-01-07 05:00:00,2998,West,Clothing,Item_B,40731,1,Net Banking,Delivered,40731
100151,2023-01-07 06:00:00,8994,Central,Beauty,Item_E,21988,6,Net Banking,In Transit,131928
100152,2023-01-07 07:00:00,2495,Central,Electronics,Item_B,33651,2,Net Banking,Cancelled,67302
100153,2023-01-07 08:00:00,4304,Central,Books,Item_A,16292,6,Debit Card,Cancelled,97752
100154,2023-01-07 09:00:00,4763,East,Clothing,Item_C,1332,1,UPI,In Transit,1332
100155,2023-01-07 10:00:00,6232,Central,Books,Item_C,12514,2,Cash,In Transit,25028
100156,2023-01-07 11:00:00,2853,South,Beauty,Item_E,38845,9,Cash,Delivered,349605
100157,2023-01-07 12:00:00,7585,South,Home & Kitchen,Item_A,22782,6,Credit Card,In Transit,136692
100158,2023-01-07 13:00:00,2291,North,Books,Item_D,27980,8,UPI,In Transit,223840
100159,2023-01-07 14:00:00,4581,East,Home & Kitchen,Item_B,32436,7,UPI,Delivered,227052
100160,2023-01-07 15:00:00,8554,North,Clothing,Item_D,13268,9,Debit Card,In Transit,119412
100161,2023-01-07 16:00:00,8280,South,Books,Item_A,47601,9,Net Banking,In Transit,428409
100162,2023-01-07 17:00:00,2636,South,Books,Item_E,48726,4,UPI,In Transit,194904
100163,2023-01-07 18:00:00,4696,West,Clothing,Item_A,11257,7,Net Banking,Delivered,78799
100164,2023-01-07 19:00:00,1698,Central,Clothing,Item_E,33822,5,Debit Card,In Transit,169110
100165,2023-01-07 20:00:00,5737,South,Electronics,Item_D,38706,7,Credit Card,Cancelled,270942
100166,2023-01-07 21:00:00,1854,North,Beauty,Item_D,2226,4,Credit Card,In Transit,8904
100167,2023-01-07 22:00:00,9164,North,Books,Item_A,26763,1,Net Banking,Cancelled,26763
100168,2023-01-07 23:00:00,6855,Central,Books,Item_A,38333,4,Net Banking,In Transit,153332
100169,2023-01-08 00:00:00,8392,Central,Clothing,Item_C,2750,3,UPI,Delivered,8250
100170,2023-01-08 01:00:00,7528,West,Clothing,Item_E,31122,9,Debit Card,Cancelled,280098
100171,2023-01-08 02:00:00,6249,East,Beauty,Item_C,7289,5,Credit Card,In Transit,36445
100172,2023-01-08 03:00:00,6172,North,Clothing,Item_B,16823,4,UPI,In Transit,67292
100173,2023-01-08 04:00:00,2707,Central,Home & Kitchen,Item_B,49841,8,Cash,In Transit,398728
100174,2023-01-08 05:00:00,6791,North,Home & Kitchen,Item_A,12243,5,UPI,In Transit,61215
100175,2023-01-08 06:00:00,6535,Central,Home & Kitchen,Item_D,1236,3,Net Banking,Delivered,3708
100176,2023-01-08 07:00:00,5931,South,Home & Kitchen,Item_B,22716,2,Cash,Returned,45432
100177,2023-01-08 08:00:00,4510,North,Beauty,Item_B,21364,8,UPI,Cancelled,170912
100178,2023-01-08 09:00:00,1202,South,Books,Item_C,6322,2,Debit Card,In Transit,12644
100179,2023-01-08 10:00:00,5218,North,Home & Kitchen,Item_C,47546,8,Credit Card,Delivered,380368
100180,2023-01-08 11:00:00,9958,East,Clothing,Item_B,31986,5,Cash,Returned,159930
100181,2023-01-08 12:00:00,5389,West,Home & Kitchen,Item_A,48657,8,Debit Card,Delivered,389256
100182,2023-01-08 13:00:00,3327,South,Beauty,Item_C,16350,5,UPI,In Transit,81750
100183,2023-01-08 14:00:00,9004,Central,Clothing,Item_B,22294,1,Net Banking,Returned,22294
100184,2023-01-08 15:00:00,3931,East,Home & Kitchen,Item_D,11892,2,Net Banking,Cancelled,23784
100185,2023-01-08 16:00:00,8777,North,Books,Item_C,12254,6,Debit Card,Cancelled,73524
100186,2023-01-08 17:00:00,1197,South,Clothing,Item_B,1967,3,Net Banking,Delivered,5901
100187,2023-01-08 18:00:00,8125,North,Clothing,Item_E,4908,8,Credit Card,Cancelled,39264
100188,2023-01-08 19:00:00,2930,North,Books,Item_C,41321,5,Debit Card,Cancelled,206605
100189,2023-01-08 20:00:00,7287,North,Clothing,Item_E,29492,3,Debit Card,Returned,88476
100190,2023-01-08 21:00:00,9800,West,Home & Kitchen,Item_C,28282,7,Net Banking,Cancelled,197974
100191,2023-01-08 22:00:00,5282,West,Clothing,Item_C,34224,8,Debit Card,Returned,273792
100192,2023-01-08 23:00:00,3511,Central,Home & Kitchen,Item_E,26934,4,UPI,Returned,107736
100193,2023-01-09 00:00:00,1659,South,Books,Item_A,43111,9,Cash,Returned,387999
100194,2023-01-09 01:00:00,3811,East,Electronics,Item_B,23661,6,Cash,Cancelled,141966
100195,2023-01-09 02:00:00,8098,East,Books,Item_A,5551,1,Net Banking,Delivered,5551
100196,2023-01-09 03:00:00,7546,East,Home & Kitchen,Item_A,47231,5,Credit Card,Delivered,236155
100197,2023-01-09 04:00:00,2986,North,Beauty,Item_B,33717,5,Credit Card,Cancelled,168585
100198,2023-01-09 05:00:00,9338,West,Books,Item_D,17292,7,Net Banking,Returned,121044
100199,2023-01-09 06:00:00,3911,South,Beauty,Item_A,39384,7,Net Banking,Cancelled,275688
100200,2023-01-09 07:00:00,2734,North,Beauty,Item_A,39918,6,Debit Card,In Transit,239508
100201,2023-01-09 08:00:00,2843,West,Home & Kitchen,Item_A,45296,8,Credit Card,Delivered,362368
100202,2023-01-09 09:00:00,9680,West,Home & Kitchen,Item_D,25241,2,Cash,Returned,50482
100203,2023-01-09 10:00:00,3976,South,Electronics,Item_C,25876,7,Net Banking,Cancelled,181132
100204,2023-01-09 11:00:00,2959,South,Clothing,Item_E,34681,7,Cash,Returned,242767
100205,2023-01-09 12:00:00,6759,South,Books,Item_E,12977,4,Cash,In Transit,51908
100206,2023-01-09 13:00:00,7694,North,Home & Kitchen,Item_D,24520,2,Credit Card,Returned,49040
100207,2023-01-09 14:00:00,3385,Central,Books,Item_A,8508,4,Cash,In Transit,34032
100208,2023-01-09 15:00:00,5736,South,Beauty,Item_E,43641,4,Debit Card,Delivered,174564
100209,2023-01-09 16:00:00,2802,Central,Clothing,Item_D,48346,6,Debit Card,Returned,290076
100210,2023-01-09 17:00:00,9155,North,Electronics,Item_B,15529,7,Credit Card,Cancelled,108703
100211,2023-01-09 18:00:00,9120,Central,Books,Item_E,14082,3,Debit Card,Returned,42246
100212,2023-01-09 19:00:00,7616,East,Clothing,Item_B,49547,1,Net Banking,Returned,49547
100213,2023-01-09 20:00:00,6534,Central,Electronics,Item_A,4914,3,Credit Card,In Transit,14742
100214,2023-01-09 21:00:00,5061,South,Books,Item_E,26250,9,Cash,In Transit,236250
100215,2023-01-09 22:00:00,1262,North,Clothing,Item_D,43632,1,Net Banking,Cancelled,43632
100216,2023-01-09 23:00:00,7287,South,Home & Kitchen,Item_C,15953,8,Credit Card,Delivered,127624
100217,2023-01-10 00:00:00,9815,East,Books,Item_E,30179,2,Cash,Delivered,60358
100218,2023-01-10 01:00:00,3049,South,Clothing,Item_E,45289,6,Cash,In Transit,271734
100219,2023-01-10 02:00:00,6423,South,Electronics,Item_E,14830,3,Cash,Cancelled,44490
100220,2023-01-10 03:00:00,5548,South,Clothing,Item_E,17858,7,Cash,Returned,125006
100221,2023-01-10 04:00:00,4108,West,Home & Kitchen,Item_D,3909,2,Cash,Cancelled,7818
100222,2023-01-10 05:00:00,8158,East,Books,Item_D,33306,4,Credit Card,Cancelled,133224
100223,2023-01-10 06:00:00,8400,South,Books,Item_C,39729,9,Debit Card,Cancelled,357561
100224,2023-01-10 07:00:00,4170,South,Books,Item_D,37243,6,Cash,Delivered,223458
100225,2023-01-10 08:00:00,3255,South,Home & Kitchen,Item_D,11691,4,Net Banking,Returned,46764
100226,2023-01-10 09:00:00,2154,North,Electronics,Item_A,39730,2,Credit Card,Cancelled,79460
100227,2023-01-10 10:00:00,5499,West,Books,Item_A,9034,9,UPI,Delivered,81306
100228,2023-01-10 11:00:00,7295,North,Electronics,Item_B,14558,4,Debit Card,Delivered,58232
100229,2023-01-10 12:00:00,7197,West,Clothing,Item_C,10072,9,Net Banking,In Transit,90648
100230,2023-01-10 13:00:00,2648,South,Electronics,Item_A,21857,2,Cash,Returned,43714
100231,2023-01-10 14:00:00,6539,East,Electronics,Item_C,25027,7,Credit Card,Cancelled,175189
100232,2023-01-10 15:00:00,5199,Central,Books,Item_C,8373,5,Credit Card,Returned,41865
100233,2023-01-10 16:00:00,9445,Central,Beauty,Item_E,16885,8,Cash,In Transit,135080
100234,2023-01-10 17:00:00,3557,South,Beauty,Item_C,11533,8,Net Banking,In Transit,92264
100235,2023-01-10 18:00:00,6592,North,Home & Kitchen,Item_E,11556,4,Credit Card,Cancelled,46224
100236,2023-01-10 19:00:00,1098,East,Home & Kitchen,Item_B,40784,4,Debit Card,Delivered,163136
100237,2023-01-10 20:00:00,3200,West,Beauty,Item_B,45117,8,Net Banking,In Transit,360936
100238,2023-01-10 21:00:00,3961,South,Clothing,Item_B,11544,3,Cash,Delivered,34632
100239,2023-01-10 22:00:00,5973,East,Books,Item_E,49155,7,Net Banking,In Transit,344085
100240,2023-01-10 23:00:00,5433,East,Books,Item_E,44819,8,Net Banking,Returned,358552
100241,2023-01-11 00:00:00,3869,West,Clothing,Item_B,40198,8,UPI,Cancelled,321584
100242,2023-01-11 01:00:00,1956,East,Clothing,Item_E,41771,4,Cash,In Transit,167084
100243,2023-01-11 02:00:00,9352,North,Beauty,Item_D,15995,9,Debit Card,Returned,143955
100244,2023-01-11 03:00:00,6699,North,Home & Kitchen,Item_D,29943,4,Cash,In Transit,119772
100245,2023-01-11 04:00:00,7944,North,Clothing,Item_E,2143,8,UPI,Cancelled,17144
100246,2023-01-11 05:00:00,5493,East,Home & Kitchen,Item_E,24849,6,Cash,Returned,149094
100247,2023-01-11 06:00:00,5911,North,Electronics,Item_A,46983,5,Cash,Delivered,234915
100248,2023-01-11 07:00:00,4987,West,Books,Item_A,21221,4,Debit Card,In Transit,84884
100249,2023-01-11 08:00:00,7015,East,Beauty,Item_C,8548,5,UPI,In Transit,42740
100250,2023-01-11 09:00:00,2218,Central,Books,Item_C,11950,1,Cash,Returned,11950
100251,2023-01-11 10:00:00,5496,East,Beauty,Item_C,5585,7,Cash,Cancelled,39095
100252,2023-01-11 11:00:00,5735,West,Electronics,Item_B,16839,8,Credit Card,In Transit,134712
100253,2023-01-11 12:00:00,5555,Central,Books,Item_D,19694,9,Cash,Returned,177246
100254,2023-01-11 13:00:00,9050,East,Electronics,Item_B,42211,3,Debit Card,Cancelled,126633
100255,2023-01-11 14:00:00,4446,North,Beauty,Item_E,49241,9,Credit Card,In Transit,443169
100256,2023-01-11 15:00:00,2045,South,Clothing,Item_A,38000,5,UPI,Returned,190000
100257,2023-01-11 16:00:00,7893,South,Books,Item_E,39229,6,Net Banking,Cancelled,235374
100258,2023-01-11 17:00:00,2693,North,Electronics,Item_E,18840,1,Debit Card,In Transit,18840
100259,2023-01-11 18:00:00,4436,South,Books,Item_A,35602,9,UPI,In Transit,320418
100260,2023-01-11 19:00:00,9754,South,Books,Item_E,2091,9,Credit Card,Cancelled,18819
100261,2023-01-11 20:00:00,6895,North,Books,Item_C,28459,6,Net Banking,Cancelled,170754
100262,2023-01-11 21:00:00,4354,North,Home & Kitchen,Item_A,29187,8,UPI,Returned,233496
100263,2023-01-11 22:00:00,1225,East,Electronics,Item_E,10883,4,Debit Card,In Transit,43532
100264,2023-01-11 23:00:00,5893,East,Electronics,Item_C,10167,5,Credit Card,In Transit,50835
100265,2023-01-12 00:00:00,8022,North,Books,Item_C,12328,5,Debit Card,Returned,61640
100266,2023-01-12 01:00:00,6600,West,Clothing,Item_D,40394,7,Debit Card,In Transit,282758
100267,2023-01-12 02:00:00,8996,South,Books,Item_C,34938,7,Credit Card,In Transit,244566
100268,2023-01-12 03:00:00,8683,East,Home & Kitchen,Item_B,28495,7,Cash,In Transit,199465
100269,2023-01-12 04:00:00,5642,South,Beauty,Item_A,20537,5,Debit Card,Delivered,102685
100270,2023-01-12 05:00:00,8679,Central,Home & Kitchen,Item_A,22402,4,Credit Card,Cancelled,89608
100271,2023-01-12 06:00:00,9208,North,Clothing,Item_A,6971,8,Debit Card,Delivered,55768
100272,2023-01-12 07:00:00,8339,West,Books,Item_E,43652,1,Cash,Delivered,43652
100273,2023-01-12 08:00:00,3205,Central,Electronics,Item_E,13057,1,Credit Card,Cancelled,13057
100274,2023-01-12 09:00:00,2069,Central,Books,Item_B,31501,6,UPI,Delivered,189006
100275,2023-01-12 10:00:00,4444,Central,Clothing,Item_C,31660,2,UPI,Returned,63320
100276,2023-01-12 11:00:00,2060,North,Electronics,Item_E,21587,3,UPI,Delivered,64761
100277,2023-01-12 12:00:00,3327,East,Home & Kitchen,Item_C,10032,4,Net Banking,Returned,40128
100278,2023-01-12 13:00:00,4420,North,Beauty,Item_C,47608,2,Debit Card,Cancelled,95216
